ShipmentID,Country,Port,Product,Quantity(kg),Value(USD),TransportMode,ETA,ClearanceTime(days),Status
S2483,China,Haiphong,Automotive Parts,784.0,126544.0,Air,2025-09-23,1,Delivered
S2484,Thailand,Ho Chi Minh,Machinery,1794.0,143439.0,Air,2025-05-08,5,Delivered
S2485,Thailand,Haiphong,Spices,2999.0,260230.0,Air,2025-07-31,4,Delayed
S2486,Thailand,Ho Chi Minh,Automotive Parts,1737.0,40362.0,Air,2025-09-20,3,Delivered
S2487,China,Cat Lai,Electronics,3720.0,255449.0,Air,2025-11-08,5,Delivered
S2488,China,Ho Chi Minh,Automotive Parts,559.0,174357.0,Air,2025-03-21,4,In Transit
S2489,China,Ho Chi Minh,Electronics,1923.0,131683.0,Air,2025-06-14,2,Delivered
S2490,China,Cat Lai,Automotive Parts,3066.0,261157.0,Sea,2025-09-09,4,Delivered
S2491,Thailand,Haiphong,Textiles,2277.0,210827.0,Sea,2025-01-12,2,Hold
S2492,Thailand,Ho Chi Minh,Furniture,2002.0,,Air,2025-10-31,5,Delayed
S2493,Japan,Ho Chi Minh,Textiles,2211.0,220757.0,Sea,2025-07-31,2,Hold
S2494,India,Cat Lai,Textiles,2355.0,112669.0,Road,2025-10-09,4,In Transit
S2495,Germany,Haiphong,Furniture,1043.0,213030.0,Sea,2025-04-22,7,Delayed
S2496,Vietnam,Ho Chi Minh,Furniture,1825.0,163998.0,Air,2025-07-30,3,Delayed
S2497,Vietnam,Cat Lai,Toys,2964.0,108215.0,Air,2025-08-27,1,Hold
S2498,South Korea,Ho Chi Minh,Toys,1090.0,103707.0,Sea,2025-09-25,1,Delayed
S2499,Thailand,Danang,Machinery,2191.0,97837.0,Air,2025-10-25,3,Hold
S2500,South Korea,Cat Lai,Spices,2182.0,250847.0,Road,2025-11-13,6,Delivered
S2501,India,Haiphong,Spices,1159.0,232544.0,Road,2025-02-27,1,Hold
S2502,India,Haiphong,Machinery,1668.0,272614.0,Air,2025-02-03,5,Delayed
S2503,South Korea,Haiphong,Textiles,3140.0,232467.0,Road,2025-09-20,6,Delayed
S2504,Thailand,Haiphong,Textiles,1661.0,151025.0,Road,2025-12-31,5,In Transit
S2505,South Korea,Ho Chi Minh,Electronics,931.0,240652.0,Sea,2025-02-04,4,In Transit
S2506,Vietnam,Ho Chi Minh,Electronics,805.0,96493.0,Road,2025-09-28,4,In Transit
S2507,Japan,Haiphong,Spices,2704.0,273667.0,Sea,2025-08-15,6,In Transit
S2508,Vietnam,Haiphong,Machinery,814.0,222995.0,Air,2025-01-25,6,Delayed
S2509,USA,Haiphong,Pharmaceuticals,2945.0,193262.0,Sea,2025-08-22,6,In Transit
S2510,Thailand,Ho Chi Minh,Toys,2204.0,298313.0,Air,2025-02-28,6,Hold
S2511,Thailand,Haiphong,Pharmaceuticals,19190.0,50641.0,Air,2025-09-08,2,Delivered
S2512,Germany,Haiphong,Machinery,3766.0,159062.0,Air,2025-12-01,7,Delayed
S2513,China,Danang,Electronics,873.0,34661.0,Air,2025-03-27,6,In Transit
S2514,USA,Danang,Spices,1470.0,149491.0,Air,2025-09-08,7,Delayed
S2515,India,Haiphong,Spices,2790.0,281601.0,Sea,2025-06-29,6,In Transit
S2516,Thailand,Cat Lai,Electronics,1787.0,108619.0,Air,2025-07-26,4,Delayed
S2517,South Korea,Haiphong,Pharmaceuticals,3104.0,38085.0,Road,2025-12-10,5,In Transit
S2518,USA,Danang,Automotive Parts,,102064.0,Road,2025-05-29,7,Delivered
S2519,Germany,Cat Lai,Automotive Parts,1096.0,186726.0,Air,2025-03-12,4,In Transit
S2520,India,Cat Lai,Electronics,1662.0,110723.0,Road,2025-05-01,1,Hold
S2521,China,Haiphong,Automotive Parts,477.0,138114.0,Sea,2025-09-10,2,Delayed
S2522,China,Danang,Furniture,751.0,,Sea,2025-04-03,2,Delayed
S2523,Germany,Danang,Machinery,1836.0,119161.0,Air,2025-09-13,5,Hold
S2524,Germany,Cat Lai,Machinery,2358.0,164788.0,Air,2025-09-11,6,Hold
S2525,South Korea,Haiphong,Electronics,2632.0,144133.0,Air,2025-12-18,4,Delivered
S2526,Thailand,Ho Chi Minh,Textiles,960.0,144681.0,Road,2025-10-15,1,Delayed
S2527,China,Ho Chi Minh,Toys,3462.0,246422.0,Road,2025-11-05,4,Delivered
S2528,India,Danang,Pharmaceuticals,3761.0,275001.0,Sea,2025-02-28,6,Delayed
S2529,USA,Ho Chi Minh,Electronics,2941.0,147692.0,Road,2025-03-10,6,Delayed
S2530,India,Danang,Automotive Parts,1649.0,13177.0,Sea,2025-03-27,3,Delivered
S2531,Japan,Danang,Pharmaceuticals,604.0,256842.0,Road,2025-10-01,4,Delayed
S2532,Japan,Danang,Textiles,1558.0,94941.0,Sea,2025-08-15,5,Delayed
S2533,Germany,Ho Chi Minh,Automotive Parts,1432.0,263121.0,Air,2025-03-22,4,Delivered
S2534,South Korea,Danang,Spices,221.0,16826.0,Road,2025-04-24,2,In Transit
S2535,Japan,Cat Lai,Toys,877.0,149962.0,Sea,2025-07-03,1,Delivered
S2536,China,Haiphong,Furniture,2858.0,131044.0,Road,2025-10-07,7,Delayed
S2537,India,Haiphong,Automotive Parts,2228.0,194103.0,Air,2025-11-18,5,Hold
S2538,India,Danang,Furniture,1431.0,10495.0,Sea,2025-11-14,3,In Transit
S2539,Germany,Haiphong,Pharmaceuticals,2255.0,33481.0,Road,2025-02-23,1,Hold
S2540,Thailand,Ho Chi Minh,Furniture,2949.0,147339.0,Road,2025-07-16,1,In Transit
S2541,Thailand,Ho Chi Minh,Pharmaceuticals,3958.0,241774.0,Air,2025-10-20,7,Hold
S2542,USA,Haiphong,Pharmaceuticals,2008.0,142815.0,Air,2025-10-20,2,In Transit
S2543,Germany,Ho Chi Minh,Pharmaceuticals,728.0,108475.0,Sea,2025-10-18,2,Delivered
S2544,Vietnam,Haiphong,Pharmaceuticals,2237.0,184845.0,Road,2025-06-29,2,In Transit
S2545,USA,Haiphong,Pharmaceuticals,2849.0,54476.0,Road,2025-08-10,5,In Transit
S2546,Vietnam,Haiphong,Automotive Parts,1876.0,228177.0,Air,2025-10-01,4,In Transit
S2547,Thailand,Danang,Pharmaceuticals,856.0,295696.0,Air,2025-09-01,1,Delayed
S2548,Germany,Haiphong,Automotive Parts,365.0,201314.0,Sea,2025-06-03,4,Hold
S2549,Vietnam,Danang,Pharmaceuticals,1048.0,165020.0,Road,2025-10-31,4,Delivered
S2550,Germany,Haiphong,Furniture,695.0,212383.0,Road,2025-09-30,2,Hold
S2551,Germany,Haiphong,Spices,789.0,74093.0,Sea,2025-05-15,4,Hold
S2552,Thailand,Haiphong,Pharmaceuticals,628.0,74123.0,Sea,2025-11-09,1,Delivered
S2553,USA,Ho Chi Minh,Textiles,3021.0,21535.0,Air,2025-01-08,1,Delayed
S2554,USA,Danang,Pharmaceuticals,362.0,51562.0,Air,2025-05-08,6,In Transit
S2555,Germany,Danang,Pharmaceuticals,2613.0,261323.0,Sea,2025-02-25,3,Delayed
S2556,Japan,Haiphong,Furniture,3797.0,263916.0,Sea,2025-05-06,5,Delayed
S2557,South Korea,Haiphong,Toys,1462.0,194607.0,Road,2025-06-08,4,In Transit
S2558,Thailand,Ho Chi Minh,Machinery,,235063.0,Sea,2025-02-28,5,Hold
S2559,South Korea,Ho Chi Minh,Furniture,3716.0,46269.0,Sea,2025-02-27,5,In Transit
S2560,South Korea,Ho Chi Minh,Textiles,854.0,85674.0,Road,2025-05-20,5,Delivered
S2561,USA,Danang,Machinery,3780.0,290291.0,Sea,2025-06-25,7,In Transit
S2562,USA,Danang,Electronics,468.0,82095.0,Air,2025-04-18,6,Hold
S2563,Japan,Danang,Electronics,1976.0,249172.0,Air,2025-07-30,5,Delayed
S2564,South Korea,Haiphong,Toys,2662.0,205003.0,Road,2025-03-15,6,Delayed
S2565,South Korea,Danang,Textiles,1468.0,95925.0,Sea,2025-06-16,1,In Transit
S2566,Germany,Cat Lai,Furniture,1215.0,71381.0,Air,2025-12-23,7,Delivered
S2567,USA,Cat Lai,Automotive Parts,2922.0,104468.0,Air,2025-10-31,4,Hold
S2568,South Korea,Ho Chi Minh,Textiles,1283.0,247330.0,Air,2025-08-21,6,Delayed
S2569,India,Danang,Spices,205.0,18731.0,Air,2025-11-23,3,In Transit
S2570,Japan,Cat Lai,Machinery,3980.0,56024.0,Sea,2025-07-01,5,Delivered
S2571,Vietnam,Ho Chi Minh,Machinery,1181.0,121712.0,Sea,2025-05-02,7,Delivered
S2572,India,Danang,Pharmaceuticals,2817.0,106121.0,Sea,2025-11-30,3,Delayed
S2573,India,Haiphong,Electronics,606.0,270976.0,Sea,2025-07-22,1,Delayed
S2574,Vietnam,Cat Lai,Toys,3488.0,37332.0,Air,2025-01-29,1,Hold
S2575,Thailand,Haiphong,Machinery,2153.0,17467.0,Road,2025-07-21,2,Delivered
S2576,Thailand,Danang,Textiles,2273.0,46025.0,Road,2025-04-03,5,Hold
S2577,Japan,Cat Lai,Machinery,3276.0,149179.0,Air,2025-11-25,2,Delivered
S2578,India,Danang,Toys,1185.0,,Air,2025-12-22,7,Delivered
S2579,South Korea,Haiphong,Toys,3803.0,99202.0,Road,2025-06-25,3,In Transit
S2580,USA,Cat Lai,Toys,589.0,48481.0,Road,2025-11-26,4,Delayed
S2581,Japan,Haiphong,Textiles,909.0,80118.0,Air,2025-07-30,2,Delivered
S2582,Germany,Danang,Automotive Parts,2818.0,128714.0,Air,2025-07-03,1,Hold
S2583,Vietnam,Danang,Pharmaceuticals,1671.0,229699.0,Sea,2025-04-05,5,Delayed
S2584,India,Haiphong,Electronics,953.0,165185.0,Sea,2025-09-30,3,Hold
S2585,Japan,Cat Lai,Machinery,2393.0,89363.0,Road,2025-05-17,6,Delayed
S2586,China,Haiphong,Textiles,1611.0,216027.0,Air,2025-08-25,7,Delayed
S2587,China,Danang,Furniture,3032.0,278958.0,Road,2025-12-19,7,Delivered
S2588,Thailand,Haiphong,Electronics,1472.0,277168.0,Sea,2025-09-22,1,In Transit
S2589,Vietnam,Danang,Automotive Parts,725.0,199360.0,Sea,2025-05-15,6,Delivered
S2590,USA,Haiphong,Textiles,,,Road,2025-05-24,7,Delayed
S2591,South Korea,Cat Lai,Spices,2260.0,274579.0,Sea,2025-01-19,4,Delivered
S2592,USA,Cat Lai,Spices,3150.0,260095.0,Air,2025-08-19,5,Delivered
S2593,USA,Haiphong,Pharmaceuticals,2631.0,266176.0,Road,2025-05-14,4,Delayed
S2594,USA,Haiphong,Pharmaceuticals,755.0,254717.0,Air,2025-04-24,7,Delayed
S2595,Vietnam,Cat Lai,Automotive Parts,3134.0,139479.0,Air,2025-05-19,4,Delivered
S2596,USA,Danang,Automotive Parts,3670.0,37940.0,Sea,2025-05-05,7,Delivered
S2597,Germany,Cat Lai,Pharmaceuticals,218.0,10666.0,Air,2025-07-23,5,Delivered
S2598,Vietnam,Danang,Machinery,774.0,161164.0,Road,2025-03-02,5,Hold
S2599,Germany,Haiphong,Machinery,3762.0,211717.0,Air,2025-09-07,6,Delivered
S2600,Vietnam,Haiphong,Textiles,2998.0,31505.0,Air,2025-10-25,4,Hold
S2601,Thailand,Danang,Furniture,1203.0,41713.0,Air,2025-01-13,3,In Transit
S2602,Japan,Haiphong,Textiles,2666.0,209354.0,Air,2025-09-12,6,Hold
S2603,China,Danang,Furniture,3608.0,82511.0,Air,2025-03-26,5,Delivered
S2604,USA,Ho Chi Minh,Automotive Parts,2666.0,217204.0,Sea,2025-01-20,1,In Transit
S2605,Thailand,Cat Lai,Electronics,2138.0,255694.0,Road,2025-02-19,7,Hold
S2606,Japan,Ho Chi Minh,Textiles,2139.0,254836.0,Sea,2025-06-13,6,Hold
S2607,China,Danang,Textiles,1835.0,239561.0,Road,2025-04-02,2,Delayed
S2608,India,Cat Lai,Furniture,1898.0,8880.0,Road,2025-03-29,3,In Transit
S2609,South Korea,Danang,Toys,2369.0,48539.0,Road,2025-03-10,7,Delayed
S2610,Germany,Cat Lai,Automotive Parts,631.0,245056.0,Road,2025-02-06,6,In Transit
S2611,India,Cat Lai,Automotive Parts,2291.0,224057.0,Road,2025-09-10,5,Hold
S2612,Vietnam,Cat Lai,Spices,2095.0,19799.0,Air,2025-09-09,5,Delayed
S2613,China,Cat Lai,Toys,2143.0,109843.0,Sea,2025-05-20,3,Delivered
S2614,India,Danang,Furniture,1540.0,53784.0,Sea,2025-12-21,2,Hold
S2615,South Korea,Cat Lai,Automotive Parts,2628.0,118034.0,Air,2025-06-17,6,In Transit
S2616,Thailand,Cat Lai,Toys,344.0,205598.0,Road,2025-02-23,6,In Transit
S2617,China,Ho Chi Minh,Pharmaceuticals,3598.0,59362.0,Sea,2025-06-27,4,Delayed
S2618,India,Haiphong,Toys,2610.0,58997.0,Air,2025-10-24,1,Delayed
S2619,Germany,Haiphong,Machinery,1273.0,186413.0,Air,2025-10-28,5,In Transit
S2620,Germany,Ho Chi Minh,Spices,1288.0,281693.0,Sea,2025-12-25,6,Hold
S2621,Japan,Ho Chi Minh,Pharmaceuticals,2602.0,221398.0,Sea,2025-04-16,6,Delayed
S2622,India,Danang,Electronics,999.0,265464.0,Road,2025-05-17,7,Delivered
S2623,USA,Danang,Textiles,3435.0,162255.0,Road,2025-07-09,7,In Transit
S2624,India,Danang,Spices,3412.0,29624.0,Sea,2025-05-08,6,Delivered
S2625,Thailand,Ho Chi Minh,Electronics,,198587.0,Road,2025-12-08,2,In Transit
S2626,China,Ho Chi Minh,Textiles,1351.0,239784.0,Air,2025-02-16,1,Delivered
S2627,China,Cat Lai,Machinery,2645.0,51705.0,Road,2025-01-05,6,Hold
S2628,Thailand,Danang,Toys,2156.0,94326.0,Road,2025-09-14,3,In Transit
S2629,India,Danang,Automotive Parts,3127.0,73369.0,Air,2025-10-27,5,Hold
S2630,Thailand,Danang,Pharmaceuticals,662.0,206893.0,Road,2025-05-30,4,Delayed
S2631,South Korea,Haiphong,Furniture,1974.0,276733.0,Air,2025-10-21,7,In Transit
S2632,Vietnam,Cat Lai,Pharmaceuticals,2245.0,118012.0,Road,2025-08-31,3,Hold
S2633,Thailand,Danang,Machinery,1007.0,180858.0,Sea,2025-10-02,5,Delivered
S2634,Germany,Danang,Electronics,386.0,230758.0,Road,2025-07-27,7,Hold
S2635,Thailand,Danang,Furniture,1943.0,128711.0,Sea,2025-04-25,2,In Transit
S2636,China,Haiphong,Automotive Parts,931.0,81425.0,Sea,2025-07-14,7,Hold
S2637,Germany,Haiphong,Machinery,2135.0,,Sea,2025-12-09,1,Delivered
S2638,China,Ho Chi Minh,Furniture,1413.0,116915.0,Sea,2025-06-19,1,Delivered
S2639,Japan,Cat Lai,Machinery,1611.0,109672.0,Sea,2025-03-23,5,Delivered
S2640,USA,Ho Chi Minh,Toys,628.0,293783.0,Air,2025-06-03,3,Delayed
S2641,China,Cat Lai,Machinery,3105.0,284349.0,Air,2025-05-21,4,In Transit
S2642,Germany,Haiphong,Automotive Parts,1507.0,37930.0,Air,2025-11-10,2,Delivered
S2643,Japan,Danang,Spices,2484.0,78313.0,Sea,2025-05-26,5,Delayed
S2644,China,Ho Chi Minh,Textiles,1417.0,229923.0,Road,2025-11-19,2,Delivered
S2645,South Korea,Danang,Furniture,1510.0,118153.0,Air,2025-05-02,1,Hold
S2646,Thailand,Ho Chi Minh,Toys,970.0,285460.0,Road,2025-09-09,6,In Transit
S2647,USA,Haiphong,Automotive Parts,957.0,237911.0,Road,2025-12-09,6,Hold
S2648,China,Haiphong,Machinery,335.0,101058.0,Sea,2025-11-07,4,Delayed
S2649,Japan,Haiphong,Toys,991.0,92876.0,Sea,2025-03-30,2,Hold
S2650,South Korea,Ho Chi Minh,Automotive Parts,370.0,90366.0,Sea,2025-02-27,5,Hold
S2651,India,Cat Lai,Spices,2406.0,18403.0,Air,2025-03-04,4,Delivered
S2652,Japan,Ho Chi Minh,Toys,2448.0,253550.0,Sea,2025-12-13,7,Hold
S2653,Thailand,Cat Lai,Toys,3758.0,266420.0,Air,2025-11-04,7,Delivered
S2654,Japan,Ho Chi Minh,Textiles,1780.0,168004.0,Air,2025-10-07,3,Delivered
S2655,South Korea,Ho Chi Minh,Pharmaceuticals,1161.0,257396.0,Air,2025-03-13,6,In Transit
S2656,Japan,Haiphong,Furniture,2830.0,62241.0,Air,2025-01-09,5,Delayed
S2657,South Korea,Danang,Textiles,3775.0,146439.0,Sea,2025-04-04,2,Delayed
S2658,China,Danang,Electronics,1075.0,70030.0,Air,2025-12-05,4,Delayed
S2659,Vietnam,Cat Lai,Furniture,2618.0,182577.0,Sea,2025-12-02,5,Delivered
S2660,South Korea,Danang,Textiles,302.0,169404.0,Sea,2025-06-01,4,Delayed
S2661,South Korea,Ho Chi Minh,Machinery,1201.0,212397.0,Air,2025-12-22,4,Delivered
S2662,USA,Ho Chi Minh,Furniture,1348.0,110185.0,Sea,2025-02-09,4,In Transit
S2663,South Korea,Haiphong,Furniture,3584.0,41404.0,Road,2025-12-25,2,Delayed
S2664,South Korea,Haiphong,Automotive Parts,3223.0,60182.0,Sea,2025-03-03,5,Delivered
S2665,India,Danang,Machinery,3045.0,109601.0,Sea,2025-09-11,1,Delayed
S2666,Vietnam,Cat Lai,Electronics,1681.0,183735.0,Air,2025-03-10,1,Delayed
S2667,China,Danang,Pharmaceuticals,3501.0,127002.0,Air,2025-09-02,2,In Transit
S2668,Thailand,Danang,Toys,857.0,230461.0,Sea,2025-12-31,7,Hold
S2669,USA,Danang,Spices,3129.0,89146.0,Air,2025-06-19,2,Delayed
S2670,India,Danang,Textiles,1420.0,52997.0,Road,2025-06-27,6,In Transit
S2671,Germany,Ho Chi Minh,Automotive Parts,2980.0,12170.0,Road,2025-07-08,4,Delayed
S2672,Vietnam,Cat Lai,Textiles,622.0,149375.0,Air,2025-09-17,5,Delayed
S2673,China,Ho Chi Minh,Electronics,2819.0,40187.0,Sea,2025-03-13,5,Delayed
S2674,China,Cat Lai,Toys,3881.0,201106.0,Road,2025-01-17,3,Delayed
S2675,Germany,Haiphong,Electronics,370.0,137965.0,Road,2025-12-07,3,Hold
S2676,Thailand,Danang,Furniture,3653.0,149825.0,Sea,2025-02-26,1,Hold
S2677,South Korea,Ho Chi Minh,Spices,2420.0,43090.0,Air,2025-08-06,3,Delayed
S2678,India,Cat Lai,Electronics,2910.0,258478.0,Road,2025-04-17,3,Delayed
S2679,Japan,Haiphong,Textiles,652.0,22509.0,Sea,2025-10-31,1,In Transit
S2680,USA,Haiphong,Machinery,2597.0,73653.0,Sea,2025-06-22,6,In Transit
S2681,Japan,Danang,Machinery,2175.0,173001.0,Road,2025-08-07,7,Delivered
S2682,Germany,Cat Lai,Furniture,1857.0,271186.0,Air,2025-09-04,1,Hold
S2683,China,Ho Chi Minh,Pharmaceuticals,2741.0,198646.0,Road,2025-08-06,7,Delayed
S2684,Thailand,Danang,Textiles,2867.0,228354.0,Sea,2025-01-31,3,Hold
S2685,China,Ho Chi Minh,Textiles,3275.0,19016.0,Road,2025-02-16,5,In Transit
S2686,USA,Haiphong,Electronics,3364.0,292166.0,Air,2025-05-14,3,Hold
S2687,China,Ho Chi Minh,Spices,3166.0,237034.0,Sea,2025-04-18,4,Hold
S2688,China,Ho Chi Minh,Textiles,2253.0,32938.0,Air,2025-03-13,7,Delayed
S2689,USA,Danang,Automotive Parts,487.0,179750.0,Road,2025-11-23,7,Delayed
S2690,India,Ho Chi Minh,Pharmaceuticals,1841.0,265710.0,Road,2025-04-18,4,In Transit
S2691,India,Danang,Electronics,3417.0,237320.0,Air,2025-11-05,4,Delayed
S2692,USA,Haiphong,Automotive Parts,1647.0,192877.0,Road,2025-09-29,6,In Transit
S2693,Thailand,Danang,Furniture,2113.0,138058.0,Air,2025-06-20,2,In Transit
S2694,Germany,Danang,Machinery,807.0,81478.0,Road,2025-04-26,4,Delivered
S2695,Vietnam,Cat Lai,Furniture,656.0,132101.0,Air,2025-11-25,7,Delivered
S2696,China,Ho Chi Minh,Machinery,1964.0,196996.0,Air,2025-03-15,5,Delivered
S2697,Thailand,Haiphong,Furniture,1425.0,3155700.0,Sea,2025-09-13,7,Hold
S2698,China,Danang,Textiles,1435.0,237200.0,Sea,2025-03-22,7,Delivered
S2699,Vietnam,Haiphong,Automotive Parts,1229.0,68745.0,Air,2025-09-25,6,Delayed
S2700,Germany,Cat Lai,Machinery,2871.0,137283.0,Road,2025-05-08,2,Delayed
S2701,India,Ho Chi Minh,Electronics,2623.0,106489.0,Road,2025-11-22,2,Delivered
S2702,Thailand,Danang,Automotive Parts,646.0,36819.0,Road,2025-08-23,4,Hold
S2703,South Korea,Ho Chi Minh,Electronics,1034.0,52779.0,Air,2025-02-10,3,In Transit
S2704,South Korea,Cat Lai,Automotive Parts,,218493.0,Air,2025-06-30,7,Hold
S2705,Vietnam,Cat Lai,Automotive Parts,3922.0,70584.0,Air,2025-06-06,1,Hold
S2706,South Korea,Haiphong,Furniture,1010.0,151245.0,Air,2025-02-28,3,In Transit
S2707,India,Danang,Machinery,1624.0,253815.0,Sea,2025-12-11,3,In Transit
S2708,Vietnam,Haiphong,Machinery,3367.0,295180.0,Air,2025-09-06,2,In Transit
S2709,India,Cat Lai,Spices,1611.0,259957.0,Road,2025-07-11,2,Delayed
S2710,Germany,Ho Chi Minh,Automotive Parts,1158.0,76356.0,Sea,2025-01-24,6,In Transit
S2711,China,Haiphong,Textiles,1675.0,150364.0,Road,2025-03-21,6,In Transit
S2712,Germany,Haiphong,Textiles,3096.0,120780.0,Air,2025-05-14,2,Hold
S2713,Germany,Ho Chi Minh,Electronics,1008.0,203910.0,Sea,2025-08-01,5,Hold
S2714,India,Haiphong,Electronics,1178.0,151692.0,Air,2025-12-14,5,Delivered
S2715,Vietnam,Ho Chi Minh,Furniture,2663.0,35461.0,Sea,2025-06-15,1,Hold
S2716,Vietnam,Danang,Automotive Parts,925.0,287894.0,Road,2025-12-14,2,In Transit
S2717,South Korea,Ho Chi Minh,Electronics,3775.0,14472.0,Air,2025-12-03,4,Delayed
S2718,Japan,Danang,Electronics,2701.0,,Air,2025-03-12,6,Hold
S2719,China,Ho Chi Minh,Pharmaceuticals,3562.0,193674.0,Sea,2025-08-02,2,Hold
S2720,India,Cat Lai,Automotive Parts,3805.0,292667.0,Sea,2025-03-06,5,In Transit
S2721,South Korea,Cat Lai,Toys,1416.0,166838.0,Air,2025-08-09,2,Hold
S2722,Thailand,Danang,Furniture,2397.0,71060.0,Sea,2025-11-04,5,Hold
S2723,Japan,Danang,Electronics,2103.0,276223.0,Air,2025-10-13,2,In Transit
S2724,Japan,Cat Lai,Furniture,3006.0,144471.0,Sea,2025-07-04,7,Hold
S2725,India,Danang,Machinery,978.0,283676.0,Road,2025-07-26,4,Delayed
S2726,USA,Ho Chi Minh,Furniture,1172.0,48162.0,Sea,2025-04-09,1,Delivered
S2727,China,Ho Chi Minh,Toys,3010.0,278497.0,Road,2025-08-30,7,Hold
S2728,Japan,Cat Lai,Textiles,3249.0,117313.0,Sea,2025-06-07,4,Delayed
S2729,India,Haiphong,Toys,1738.0,33477.0,Sea,2025-04-08,5,Hold
S2730,India,Ho Chi Minh,Textiles,1616.0,160642.0,Air,2025-02-11,6,Delivered
S2731,South Korea,Danang,Furniture,3587.0,91373.0,Sea,2025-05-19,6,In Transit
S2732,Thailand,Haiphong,Textiles,2323.0,174176.0,Sea,2025-10-10,3,Delivered
S2733,USA,Haiphong,Machinery,798.0,199442.0,Road,2025-08-15,4,Hold
S2734,China,Ho Chi Minh,Automotive Parts,3541.0,9551.0,Sea,2025-03-13,2,Delivered
S2735,Vietnam,Ho Chi Minh,Textiles,424.0,73359.0,Air,2025-08-31,1,Delivered
S2736,Germany,Haiphong,Textiles,1753.0,148988.0,Road,2025-01-18,2,In Transit
S2737,Thailand,Haiphong,Furniture,2360.0,131150.0,Air,2025-03-18,2,Hold
S2738,Thailand,Cat Lai,Machinery,2498.0,177517.0,Air,2025-02-14,4,Delivered
S2739,South Korea,Danang,Spices,3504.0,296829.0,Air,2025-12-09,1,Delivered
S2740,Vietnam,Cat Lai,Spices,1040.0,112967.0,Air,2025-05-20,3,In Transit
S2741,Japan,Ho Chi Minh,Spices,2014.0,99455.0,Road,2025-06-26,7,Delayed
S2742,Japan,Cat Lai,Spices,913.0,263835.0,Sea,2025-08-10,2,Hold
S2743,South Korea,Cat Lai,Automotive Parts,1306.0,180405.0,Air,2025-04-02,1,Delayed
S2744,India,Cat Lai,Toys,324.0,244646.0,Road,2025-01-22,3,Delayed
S2745,Japan,Cat Lai,Furniture,3446.0,194937.0,Air,2025-06-21,7,In Transit
S2746,USA,Danang,Furniture,1292.0,66192.0,Sea,2025-04-02,2,In Transit
S2747,China,Danang,Pharmaceuticals,3318.0,196758.0,Road,2025-07-11,1,Hold
S2748,Thailand,Haiphong,Machinery,3131.0,240161.0,Road,2025-03-18,7,Delayed
S2749,Thailand,Ho Chi Minh,Spices,,293137.0,Sea,2025-10-08,4,Delivered
S2750,USA,Cat Lai,Automotive Parts,1950.0,166564.0,Road,2025-12-30,6,Delayed
S2751,Vietnam,Haiphong,Machinery,229.0,157053.0,Sea,2025-06-28,6,In Transit
S2752,Japan,Haiphong,Spices,25280.0,291287.0,Road,2025-08-26,2,Delivered
S2753,Thailand,Haiphong,Automotive Parts,3171.0,196349.0,Road,2025-05-15,2,Delivered
S2754,Germany,Danang,Machinery,2217.0,112044.0,Sea,2025-12-31,7,In Transit
S2755,Vietnam,Cat Lai,Furniture,3508.0,186062.0,Sea,2025-10-07,1,Delivered
S2756,China,Cat Lai,Furniture,3519.0,133406.0,Road,2025-01-19,6,Delayed
S2757,China,Ho Chi Minh,Toys,2615.0,74351.0,Road,2025-03-24,2,In Transit
S2758,Thailand,Cat Lai,Electronics,694.0,186071.0,Sea,2025-08-16,3,Hold
S2759,South Korea,Cat Lai,Toys,3296.0,239085.0,Sea,2025-09-22,2,In Transit
S2760,Vietnam,Haiphong,Textiles,1809.0,238883.0,Road,2025-04-22,6,Hold
S2761,Thailand,Ho Chi Minh,Toys,917.0,75309.0,Road,2025-09-08,5,Hold
S2762,South Korea,Cat Lai,Spices,3761.0,166805.0,Road,2025-06-13,6,In Transit
S2763,Thailand,Danang,Pharmaceuticals,1216.0,124156.0,Sea,2025-12-24,3,In Transit
S2764,Germany,Cat Lai,Machinery,3765.0,26576.0,Road,2025-06-17,1,Hold
S2765,Vietnam,Haiphong,Pharmaceuticals,1537.0,8320.0,Air,2025-08-09,3,Hold
S2766,India,Danang,Electronics,805.0,146822.0,Sea,2025-10-31,5,Delivered
S2767,China,Haiphong,Textiles,574.0,108002.0,Road,2025-07-10,5,In Transit
S2768,Thailand,Cat Lai,Machinery,2886.0,189535.0,Sea,2025-11-21,2,In Transit
S2769,Germany,Danang,Automotive Parts,2160.0,31572.0,Air,2025-06-19,2,Delivered
S2770,South Korea,Ho Chi Minh,Spices,1248.0,285092.0,Sea,2025-02-14,6,In Transit
S2771,South Korea,Ho Chi Minh,Textiles,1557.0,121528.0,Road,2025-01-14,4,Delivered
S2772,China,Danang,Furniture,3626.0,174898.0,Air,2025-08-19,3,Delivered
S2773,USA,Danang,Electronics,315.0,94051.0,Air,2025-06-06,6,In Transit
S2774,Thailand,Haiphong,Textiles,2295.0,295011.0,Road,2025-05-14,4,Delayed
S2775,Vietnam,Danang,Spices,2001.0,196303.0,Road,2025-02-06,6,Hold
S2776,Japan,Haiphong,Toys,2346.0,227428.0,Road,2025-02-22,5,In Transit
S2777,South Korea,Cat Lai,Textiles,,262412.0,Sea,2025-01-18,2,Delayed
S2778,Vietnam,Haiphong,Toys,1746.0,208305.0,Sea,2025-02-07,2,Delivered
S2779,Vietnam,Danang,Spices,1820.0,280107.0,Sea,2025-07-06,6,Delayed
